sample_id,collection_date,dilution,name,site_name,sewershed_pop,N_Gene_num_wells,N_Gene_gc_g_dry_weight,N_Gene_gc_g_dry_weight_lci,N_Gene_gc_g_dry_weight_uci,N_Gene_gc_g_dry_weight_pmmov,N_Gene_gc_g_dry_weight_pmmov_lci,N_Gene_gc_g_dry_weight_pmmov_uci,N_Gene_gc_g_dry_weight_trimmed5,N_Gene_gc_g_dry_weight_trimmed5_pmmov
"26-221110","2022-11-10",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,54361.96794980392,45486.39409568627,62665.48680156863,0.0005448865192016117,0.000332955112742108,0.0007568179256611154,46670.80554807931,0.0003246378066986415
"26-221117","2022-11-17",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,57207.174235897444,44105.15631888113,68924.60376317016,0.0004086026337055851,0.00020989566533597182,0.0006073096020751984,59441.69092962532,0.0004218239498817933
"26-221122","2022-11-22",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,66755.9306031746,53725.03446984126,77204.65885714286,0.00035537703600322436,0.0002746785965715906,0.0004360754754348581,64974.08524961088,0.0004776446013191182
"26-221128","2022-11-28",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,70959.15090976059,35674.66946593001,95309.31895395949,0.0005014921799365705,0.00020024756777772509,0.0008027367920954159,70105.52035825017,0.0004776446013191182
"26-221206","2022-12-06",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,72601.47956181533,65484.37077934272,80402.96528325508,0.0005228389903151992,0.00044832314053463735,0.000597354840095761,81439.24765081675,0.000552541023090822
"26-221213","2022-12-13",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,304592.84199298243,289117.94026666664,320733.4284350877,0.0017342476470518422,0.0012974555578916392,0.002171039736212045,87231.02638152982,0.000552541023090822
"26-221220","2022-12-20",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,100757.11248087432,92558.10512204007,109577.0399708561,0.0006332918990206966,0.000528451913267622,0.0007381318847737711,87231.02638152982,0.0004942032330108782
"26-230103","2023-01-03",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,88334.48710189984,56997.82294991364,112831.49783765114,0.00031129279268896483,0.00015956018022632567,0.000463025405151604,82275.42128759138,0.00044399206699513827
"26-230111","2023-01-11",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,6,57734.664280000005,45886.9497,68823.62366666667,0.0003264788096967388,0.0002459401424547885,0.0004070174769386891,73034.57569094992,0.0003493421509823591
"26-230119","2023-01-19",1,"Louisville, KY","Morris Forman Water Quality Treatment Center",423913,5,37369.48931792593,30558.612963555563,42917.96366222224,0.0003722054922679794,0.0002897186094268349,0.00045469237510912386,57734.664280000005,0.0003264788096967388
"67-220815","2022-08-15",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,133141.91227586207,122482.55190804596,144148.46482758623,0.0005209414087507634,0.00034805968141640514,0.0006938231360851217,158162.57443902438,0.0005209414087507634
"67-220817","2022-08-17",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,158162.57443902438,148354.36747967478,167972.0219837398,0.0007166546759446522,0.0006489315345485571,0.0007843778173407473,182940.93634231918,0.0005156431181684851
"67-220819","2022-08-19",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,5,448331.4709333333,414097.086523077,483242.3675076923,0.0004404734872407169,0.0003824218421267407,0.0004985251323546931,271404.4478726572,0.0005826469707605408
"67-220822","2022-08-22",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,207719.29824561402,186666.66666666672,228771.92982456138,0.0005103448275862068,0.00044102259215219973,0.0005796670630202139,271404.4478726572,0.0005884282727005539
"67-220824","2022-08-24",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,907080.4232380951,734680.7207619046,1080835.1607619047,0.0009677206084853859,0.0007258526229454355,0.0012095885940253362,292493.27653780143,0.0005673105707737404
"67-220826","2022-08-26",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,11,95055.49368071518,80368.38788250319,104285.66767816094,0.0005382853145708027,0.0004403126632977233,0.0006362579658438821,358842.2593962809,0.0007197691644068001
"67-220829","2022-08-29",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,4,221429.06043445691,207618.04188764046,235242.7793258427,0.0006533015701642116,0.0005690731594945001,0.0007375299808339232,321287.65787464805,0.0007197691644068001
"67-220831","2022-08-31",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,4,647378.419508772,610191.6798596492,684573.5918596492,0.0010904522267979825,0.0009701435643401176,0.0012107608892558475,152550.31069024256,0.0005658098327396261
"67-220902","2022-09-02",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,89264.67272845526,75726.11985691058,101708.66804552845,0.0005058426134838638,0.00041252706042609196,0.0005991581665416357,188960.8353056314,0.0005302843797313166
"67-220906","2022-09-06",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,141166.37795555557,128689.35973333333,153644.27925925926,0.00043170895554587457,0.00027814398151505766,0.0005852739295766915,149577.6860394449,0.000519260821616639
"67-220907","2022-09-07",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,4,204287.0675268817,186309.95802150542,229061.1062365591,0.00041115752347134065,0.0003468566122849775,0.0004754584346577038,112991.74570860137,0.0004495696975003597
"67-220909","2022-09-09",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,103279.61263589741,94151.32570256409,113245.97874871794,0.0006202308958201786,0.0005131951135013582,0.000727266678138999,112991.74570860137,0.0003790777549409422
"67-220912","2022-09-12",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,2,94529.24653435113,81824.76132315522,108487.77713994912,0.00029436678580561145,0.00024289276502851786,0.000345840806582705,109194.24847703938,0.00032741757685803653
"67-220914","2022-09-14",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,85659.15738579234,69042.21623606556,104751.11790163933,0.00019005869691570586,0.00013792961739082503,0.0002421877764405867,94489.33885201362,0.00025371796800615823
"67-220916","2022-09-16",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,5,129773.88626086958,117092.07733333336,143341.727884058,0.0002767284212971575,0.00023100884270581964,0.00032244799988849536,71279.4667980725,0.00021961148576796194
"67-220919","2022-09-19",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,33649.996474074076,28993.352696296297,38780.971807407404,0.00016692671700437657,0.00012630343108160184,0.0002075500029271513,54631.74129238973,0.00018301091767036827
"67-220921","2022-09-21",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,31479.764870033665,23583.986941414136,38964.56696026935,0.0001920473390910224,0.00013318431270006702,0.00025091036548197777,69336.65091741549,0.0002119008257975188
"67-220923","2022-09-23",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,44586.070017302794,38651.427541984725,51099.99561933841,0.0001588099062906925,0.00013106491640832243,0.00018655489617306256,44392.797062387435,0.00017259465412869715
"67-220926","2022-09-26",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,248834.49936231883,232637.70944927537,265033.1967536232,0.00048061178996335985,0.00043602806841879004,0.0005251955115079297,43669.386527707306,0.00015183045575851883
"67-220928","2022-09-28",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,4,54942.32469578545,45382.751816091964,65760.84999846744,0.00010463412189384159,0.00008134041544808094,0.00012792782833960224,41831.25688281393,0.00011455654613763031
"67-221003","2022-10-03",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,5,25965.37593535353,20590.106246464646,32204.35183838384,0.00008022561022835684,0.000058443282785161914,0.00010200793767155177,55884.43081449488,0.00011152597167811305
"67-221005","2022-10-05",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,15684.90376062992,12359.496491338581,19559.45973753281,0.00005395947833862268,0.000038950460102402295,0.00006896849657484306,55425.77792196359,0.00011152597167811305
"67-221007","2022-10-07",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,86745.59181234566,77442.26926419753,98887.60839506172,0.00014971818291214078,0.00011900214995325954,0.000180434215871022,64694.63299585521,0.00011559977037259143
"67-221010","2022-10-10",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,2,85369.63313475178,72129.66666288418,100142.26927659576,0.00015314466432087923,0.00011832666346730888,0.00018796266517444958,66234.68026076446,0.00013990612173676558
"67-221012","2022-10-12",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,82748.88991746031,69202.52148571427,97959.60925714283,0.00011685551797727666,0.0000885886860267162,0.0001451223499278371,73718.96415974638,0.0001540310580092396
"67-221014","2022-10-14",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,30585.517730081294,19152.69557073171,40832.38384390243,0.000161137098412588,0.0000954070843949179,0.0002268671124302581,70558.48784155585,0.00015783736317605536
"67-221017","2022-10-17",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,53038.36942702703,43955.85016936937,63294.51380900901,0.00015923032679469884,0.00011305806108660179,0.0002054025925027959,70558.48784155585,0.00016059182936813856
"67-221019","2022-10-19",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,75888.20418018018,65167.51727567567,86678.5478918919,0.0001614080628971289,0.00013489553829685292,0.00018792058749740487,55992.820002402404,0.00016059182936813856
"67-221021","2022-10-21",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,154316.66295873016,137959.07159365076,171921.41815873017,0.0003624368756305931,0.00031077440540838193,0.00041409934585280426,91446.12764684686,0.0001694269871656788
"67-221024","2022-10-24",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,1,39051.886399999996,27399.37106666667,53618.88011333333,0.00007117980215170247,0.000041112513462781444,0.0001012470908406235,95010.59846536686,0.00015708123597586263
"67-221026","2022-10-26",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,145411.80933333334,126788.31272727273,164762.77151515151,0.00018764257180520861,0.00015509290698407314,0.00022019223662634408,95341.30164975124,0.00015912788368912842
"67-221028","2022-10-28",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,63731.78188258705,52288.4871800995,77195.99310646766,0.00012219307322525034,0.00007940287311694254,0.00016498327333355816,60666.8801028537,0.00015912788368912842
"67-221031","2022-10-31",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,76880.31373333333,66923.82582222222,87780.1224,0.00016754800603692625,0.00011823553792356673,0.00021686047415028577,60666.8801028537,0.00017936397754500838
"67-221102","2022-11-02",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,41388.544692640695,35716.688484848484,47632.37842424243,0.00027647521262661297,0.00022688183976883768,0.0003260685854843883,60666.8801028537,0.00018527179011270235
"67-221104","2022-11-04",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,29453.400744744744,24399.052876876878,34021.89878678678,0.00018290135479289031,0.00014753335410308234,0.00021826935548269828,53142.93537972719,0.00018527179011270235
"67-221107","2022-11-07",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,78945.95323657816,61729.46491091445,93083.75018289086,0.00020536600950829052,0.0001530611791881552,0.0002576708398284258,53831.4818808088,0.00021454139595616126
"67-221109","2022-11-09",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,2,41159.94771320755,34111.3348427673,49119.46350691823,0.00003553665547604175,0.000027950536568160314,0.00004312277438392319,57878.497870251456,0.00018809895659400774
"67-221111","2022-11-11",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,104631.86565614035,87466.50430877191,120319.42001403507,0.000255356823567303,0.0001860595088151316,0.0003246541383194744,79035.80385122907,0.00021225077951881198
"67-221114","2022-11-14",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,2,53529.592660968665,41238.84184615384,68050.75946666667,0.0001760295054808424,0.00011949694246885396,0.00023256206849283083,112949.43560411567,0.00022912223195491947
"67-221116","2022-11-16",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,180686.84849523805,146979.60445714285,219197.02346666667,0.0002559803668166131,0.00019019428196126616,0.00032176645167196006,112949.43560411567,0.00022912223195491947
"67-221118","2022-11-18",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,309581.86035374145,237526.6406530612,379269.7620680271,0.0003412476947701685,0.00024374657838584565,0.0004387488111544914,112353.92263962445,0.0001915315039745161
"67-221121","2022-11-21",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,48678.3083480916,42683.86103206107,55210.39016386768,0.00014258463962609288,0.00011461118254981846,0.0001705580967023673,149845.19276701397,0.00024660423373762484
"67-221123","2022-11-23",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,102845.32676266666,83582.1075456,122445.29211733333,0.00011180991210072664,0.00008740602085077936,0.0001362138033506739,186314.4636872808,0.0002985374723144065
"67-221125","2022-11-25",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,166003.40304313722,144489.61744313725,188176.80213333335,0.0007232122097465528,0.000588270197934466,0.0008581542215586396,184000.5884698025,0.00037755694015833294
"67-221128","2022-11-28",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,3,290094.6612560386,267713.11366183567,310115.27976811584,0.00041178008254695803,0.0003720136240470042,0.00045154654104691185,240818.89513763666,0.0005710994635318196
"67-221130","2022-11-30",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,283153.0356036036,268925.24583783787,297383.2139099099,0.0005783060983019481,0.0005362752535460329,0.0006203369430578632,240818.89513763666,0.0006042736809117529
"67-221202","2022-12-02",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,273300.24676616915,249567.87645771142,297105.7986865671,0.0007981467253327831,0.0005349624977296906,0.0010613309529358757,242627.25964936198,0.0005004629718452213
"67-221205","2022-12-05",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,97436.60374937343,79904.26467769423,115853.18776942354,0.0005113027346867578,0.0003779491326762042,0.0006446563366973113,237766.1065612921,0.0005777035482516676
"67-221207","2022-12-07",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,171428.49657831324,152027.46718072286,190517.45619277106,0.0003549336691211938,0.00027858913671206526,0.0004312782015303224,237766.1065612921,0.0006509837572619459
"67-221209","2022-12-09",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,268569.57633939397,229134.0221090909,294687.9069090909,0.0006435018117662969,0.0005283829371460687,0.000758620686386525,276879.6018222423,0.000797695579541027
"67-221212","2022-12-12",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,5,390640.7325490196,352128.87037908507,433442.7079738563,0.0013025509491745735,0.0009679674282184276,0.0016371344701307195,354910.49488331034,0.001061444984370299
"67-221214","2022-12-14",1,"Cahaba River, Birmingham, AL","Cahaba River Water Reclamation Facility",95000,6,461957.6454,433693.7904666666,487293.7837999999,0.0012382821921700263,0.0011318476453789333,0.0013447167389611192,354910.49488331034,0.001061444984370299
